zone_id,zone_name,area_id,area_name
9be6b2ca-b5de-11e8-9ecc-0a5864600cf9,Sheraton Road,374b8a17-2224-11e8-924e-0242ac110011,Sheraton Road
57726136-c5d0-44cc-af9d-ce6d001a771f,Uptown Cairo,37495561-2224-11e8-924e-0242ac110011,Al Mokatam
e0fbdd4f-4ce7-4408-abaf-df11f2f7c9bd,Sheikh Zayed,374b841a-2224-11e8-924e-0242ac110011,Sheikh Zayed
20d5aaf7-b5a8-4254-8f63-57582f14d677,El Shorouk City,37496eb2-2224-11e8-924e-0242ac110011,El Shorouk City
81e50453-84e8-4120-8438-a9260c4b959c,Madinaty,374be850-2224-11e8-924e-0242ac110011,Madinaty
2eacd73d-baaa-4a87-82d4-91bbcb3f39ec,Cairo Festival City,37495b0b-2224-11e8-924e-0242ac110011,New Cairo old
80b6eafb-ddca-11e8-b580-0a5864600c51,Emtedad Moustafa El Nahas,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
f56c1584-f9a9-428d-8bd2-132f99c1e4b5,El Korba,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
4d0de872-88fa-4f7b-b7ee-0d1980cecd1e,Cairo University & Nile Street,37494108-2224-11e8-924e-0242ac110011,Giza
61ac16d0-b5de-11e8-9ecc-0a5864600cf9,Sidi Beshr Mohamed Naguib,374b1ef5-2224-11e8-924e-0242ac110011,Sidi Beshr Mohamed Naguib
9c69b8e5-b5de-11e8-9ecc-0a5864600cf9,El Dahar,374b8e02-2224-11e8-924e-0242ac110011,El Dahar
fe27b5c6-911a-11e9-b2fa-0a5864601966,District A,374be5be-2224-11e8-924e-0242ac110011,Hadayek El Ahram
5bb5fb07-b5de-11e8-9ecc-0a5864600cf9,Ain Sokhna,374bea5f-2224-11e8-924e-0242ac110011,Ain Sokhna
bf87628a-089e-4917-a048-54b4efd42cce,Imbaba,37497984-2224-11e8-924e-0242ac110011,Imbaba
e2b32057-3297-11e9-bd51-0a586460030a,Suez Stadium,e2b2b109-3297-11e9-bd51-0a586460030a,Suez Stadium
a8b21189-b5de-11e8-9ecc-0a5864600cf9,Al Mandara,9d9c4064-b160-11e8-9ecc-0a5864600cf9,Al Mandara
e2abb931-3297-11e9-bd51-0a586460030a,Sheikh Zayed,e2ab6eec-3297-11e9-bd51-0a586460030a,Sheikh Zayed
f5adeebc-911a-11e9-b2fa-0a5864601966,El Eshreen Street,37497177-2224-11e8-924e-0242ac110011,Faisal
e860cd91-4ec8-44da-b203-d1872a7d5c08,Higaz Square,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
2dbecd5f-8245-4d74-9b1b-179d78c86313,El Sayeda Zeinab,37496bfe-2224-11e8-924e-0242ac110011,El Sayeda Zeinab
e294ad19-3297-11e9-bd51-0a586460030a,El Vill,e2942b54-3297-11e9-bd51-0a586460030a,El Vill
60a9e0b5-b5de-11e8-9ecc-0a5864600cf9,San Stefano,374b1898-2224-11e8-924e-0242ac110011,San Stefano
5d734131-82b3-4845-8d07-89e2e0a275d8,Road El Farag,37497f03-2224-11e8-924e-0242ac110011,Shoubra
5d93cdb0-b5de-11e8-9ecc-0a5864600cf9,Gleem,3749924e-2224-11e8-924e-0242ac110011,Gleem
9f6b17a1-b5de-11e8-9ecc-0a5864600cf9,Marassi,374b4830-2224-11e8-924e-0242ac110011,Marassi
ff46fb85-05e2-4f5e-8dd5-aaadf68012c8,Ard El Golf,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
5dfc08ef-b5de-11e8-9ecc-0a5864600cf9,Louran,374997cf-2224-11e8-924e-0242ac110011,Louran
7f5e6fba-ea96-41a5-ba80-8ce994cc92e4,Omraneya Gharebya,374943d9-2224-11e8-924e-0242ac110011,Haram
fd4df358-911a-11e9-b2fa-0a5864601966,Talbeya Faisal,37497177-2224-11e8-924e-0242ac110011,Faisal
751fb43c-ddca-11e8-b580-0a5864600c51,New Nozha,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
81131d6a-ddca-11e8-b580-0a5864600c51,Hassan El Maamoun,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
9a00689a-b5de-11e8-9ecc-0a5864600cf9,El Mashaya,374b67c2-2224-11e8-924e-0242ac110011,El Mashaya
e2ada4e1-3297-11e9-bd51-0a586460030a,Hay Sharq,e2ad2af4-3297-11e9-bd51-0a586460030a,Hay Sharq
e2cd939a-3297-11e9-bd51-0a586460030a,El Helw Street,e2cd492b-3297-11e9-bd51-0a586460030a,Segar
e7e8b492-5b94-11e9-b729-0a58646003b7,Al Galaa,e7e83443-5b94-11e9-b729-0a58646003b7,Al Galaa
05ddd680-fc6b-11e8-bbd8-0a586460020d,Fifth Settlement - First Neighbourhood,37495b0b-2224-11e8-924e-0242ac110011,New Cairo old
42b88072-5e29-496f-9906-b9ae8136929e,Garden City,37493e4b-2224-11e8-924e-0242ac110011,Garden City
6108e6b8-800d-4da8-a182-dbdfab54fbf6,Agouza,37496602-2224-11e8-924e-0242ac110011,Agouza
9c9ded3b-b5de-11e8-9ecc-0a5864600cf9,El Kawther,374b8ff9-2224-11e8-924e-0242ac110011,El Kawther
a070a4d8-b5de-11e8-9ecc-0a5864600cf9,Amwaj,374b9c85-2224-11e8-924e-0242ac110011,Amwaj
5f0a9093-b5de-11e8-9ecc-0a5864600cf9,Al Montazah,3749a7fb-2224-11e8-924e-0242ac110011,Al Montazah
f2052fb9-fc6a-11e8-bbd8-0a586460020d,Beverly Hills,374b841a-2224-11e8-924e-0242ac110011,Sheikh Zayed
2626630a-8973-4bc5-bccf-cd5c8e11ca10,Arab Maadi,37494956-2224-11e8-924e-0242ac110011,Maadi old
a34cfb74-b5de-11e8-9ecc-0a5864600cf9,Shark's Bay,374b8228-2224-11e8-924e-0242ac110011,Shark's Bay
5d2c4fe6-b5de-11e8-9ecc-0a5864600cf9,Bahary,37498cc8-2224-11e8-924e-0242ac110011,Bahary
93abf664-a3a6-11e8-b2ca-0242ac110002,Smart Village,93a6983b-a3a6-11e8-b2ca-0242ac110002,Smart Village
337f7943-2e05-45db-a0f1-2d18ce7e4034,Boulak El Dakrour,3749518e-2224-11e8-924e-0242ac110011,Mohandessin
93abfba2-a3a6-11e8-b2ca-0242ac110002,Downtown,93a6c330-a3a6-11e8-b2ca-0242ac110002,Downtown
93abfdbc-a3a6-11e8-b2ca-0242ac110002,Masbat,93a72dad-a3a6-11e8-b2ca-0242ac110002,Masbat
112b3a14-fc6b-11e8-bbd8-0a586460020d,St. 90 Companies,37495b0b-2224-11e8-924e-0242ac110011,New Cairo old
3e6865a5-23f1-4674-997d-9b0f79e7e040,District 2,3749204e-2224-11e8-924e-0242ac110011,6th of October old
ed48a77e-6ee6-42fa-a96d-94c09a41daeb,Misr El Kadima,b8b095d7-d1e7-4d84-8aff-c4e2eb87d6c7,Misr El Kadima
26211f24-f83e-41f4-934a-96b7f7fc3f77,El Me'raag,37494956-2224-11e8-924e-0242ac110011,Maadi old
9b4787d0-b5de-11e8-9ecc-0a5864600cf9,Abdel Salam Aref,374b768d-2224-11e8-924e-0242ac110011,Abdel Salam Aref
bda8c9ba-4260-4a98-9a37-0638979f9e4a,Roxy,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
e2c01659-3297-11e9-bd51-0a586460030a,Ras El Bar,e2bfd2b9-3297-11e9-bd51-0a586460030a,Ras El Bar
ee9287d6-fc6a-11e8-bbd8-0a586460020d,Mall Of Arabia,3749204e-2224-11e8-924e-0242ac110011,6th of October old
f17b4d85-acbb-4027-8c2e-2b84c855875d,The Central Plateau,37495561-2224-11e8-924e-0242ac110011,Al Mokatam
9dfcd860-b5de-11e8-9ecc-0a5864600cf9,Villages Road,374b99c2-2224-11e8-924e-0242ac110011,Villages Road
ab729c7f-dac0-4670-a1cc-69b11611a6c5,Al Sahel,37497f03-2224-11e8-924e-0242ac110011,Shoubra
5ecc52d5-b5de-11e8-9ecc-0a5864600cf9,Moharam Bek,3749a526-2224-11e8-924e-0242ac110011,Moharam Bek
e9704afe-a67a-4eff-b162-ecadbc478dde,El Warak,37497984-2224-11e8-924e-0242ac110011,Imbaba
002abfb1-911b-11e9-b2fa-0a5864601966,"Districts (L,T&K)",374be5be-2224-11e8-924e-0242ac110011,Hadayek El Ahram
5fdaab32-b5de-11e8-9ecc-0a5864600cf9,Roushdy,374b1415-2224-11e8-924e-0242ac110011,Roushdy
7fec8cd9-ddca-11e8-b580-0a5864600c51,Hay El Sades,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
d3ceb710-3b6a-11e9-b729-0a58646003b7,Sidi Beshr Qibly,d3ce3954-3b6a-11e9-b729-0a58646003b7,Sidi Beshr Qibly
e7df1961-5b94-11e9-b729-0a58646003b7,Azhar University,e7ddf09e-5b94-11e9-b729-0a58646003b7,Azhar University
e8c91782-911a-11e9-b2fa-0a5864601966,Diplo 3,e87eadb2-911a-11e9-b2fa-0a5864601966,Diplo 3
93abfd0c-a3a6-11e8-b2ca-0242ac110002,Mashraba,93a72ca8-a3a6-11e8-b2ca-0242ac110002,Mashraba
d3948eab-3b6a-11e9-b729-0a58646003b7,Al Hanoveel,3749872b-2224-11e8-924e-0242ac110011,Al Agami
fb547552-911a-11e9-b2fa-0a5864601966,Kafr Tohormos,37497177-2224-11e8-924e-0242ac110011,Faisal
5cf8c5e4-b5de-11e8-9ecc-0a5864600cf9,Al Azarita,374989ff-2224-11e8-924e-0242ac110011,Al Azarita
5dc75519-b5de-11e8-9ecc-0a5864600cf9,Al Ibrahimia,37499508-2224-11e8-924e-0242ac110011,Al Ibrahimia
e2d54943-3297-11e9-bd51-0a586460030a,El Nady Street,e2d4cd79-3297-11e9-bd51-0a586460030a,El Morashaha
63163830-b5de-11e8-9ecc-0a5864600cf9,Sporting,374b2fa9-2224-11e8-924e-0242ac110011,Sporting
751aa555-9304-45a2-bce5-7b7d159aff35,District 7,3749204e-2224-11e8-924e-0242ac110011,6th of October old
93ac0280-a3a6-11e8-b2ca-0242ac110002,El Massalah,93a7347e-a3a6-11e8-b2ca-0242ac110002,El Massalah
f2bb915b-911a-11e9-b2fa-0a5864601966,Al Abageya,37495561-2224-11e8-924e-0242ac110011,Al Mokatam
18056676-200a-4356-9805-59a6e3248030,El Helmeya,37496bfe-2224-11e8-924e-0242ac110011,El Sayeda Zeinab
75ee5eaf-ddca-11e8-b580-0a5864600c51,Merghani,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
a03c831f-b5de-11e8-9ecc-0a5864600cf9,Sidi Kreir,374b5af3-2224-11e8-924e-0242ac110011,Sidi Kreir
93abfe6c-a3a6-11e8-b2ca-0242ac110002,Lighthouse,93a72ea5-a3a6-11e8-b2ca-0242ac110002,Lighthouse
9a75c025-b5de-11e8-9ecc-0a5864600cf9,El Galaa,374b6cd9-2224-11e8-924e-0242ac110011,El Galaa ( M )
a3145e57-b5de-11e8-9ecc-0a5864600cf9,Um El Sid Hill,374b803b-2224-11e8-924e-0242ac110011,Um El Sid Hill
63b11f33-b5de-11e8-9ecc-0a5864600cf9,Al Asafra Bahary,9d9ca174-b160-11e8-9ecc-0a5864600cf9,Al Asafra
a12bf09f-7147-46f7-bf13-7e32bf66356b,Bab El Louk,37493b8a-2224-11e8-924e-0242ac110011,Downtown
fc6caa2e-dc84-49bf-aff3-7045e3547a37,El Bahr El Azam,37494108-2224-11e8-924e-0242ac110011,Giza
ff62aa08-911a-11e9-b2fa-0a5864601966,"Districts (B,D&G)",374be5be-2224-11e8-924e-0242ac110011,Hadayek El Ahram
80670762-ddca-11e8-b580-0a5864600c51,Youssef Abbas,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
9f034f52-b5de-11e8-9ecc-0a5864600cf9,Hacienda,374b4303-2224-11e8-924e-0242ac110011,Hacienda
a7aaec55-b5de-11e8-9ecc-0a5864600cf9,Al Seyouf,374b37e2-2224-11e8-924e-0242ac110011,Al Seyouf
8446cbab-9f21-4327-924a-bcddf8133f26,Talbeya Haram,374943d9-2224-11e8-924e-0242ac110011,Haram
a2e02c09-b5de-11e8-9ecc-0a5864600cf9,Old Sharm,374b7e4e-2224-11e8-924e-0242ac110011,Old Sharm
d3a8812f-3b6a-11e9-b729-0a58646003b7,Abou Kir,374b2cda-2224-11e8-924e-0242ac110011,Abou Kir
f7895ad8-911a-11e9-b2fa-0a5864601966,El Mariouteya Faisal,37497177-2224-11e8-924e-0242ac110011,Faisal
3f00499e-4618-450c-bcf6-8f6b0e5bf7c0,El Hussein,374935bc-2224-11e8-924e-0242ac110011,El Azhar
60573f83-9765-11e9-84df-0a5864601966,El Mariouteya Haram,374943d9-2224-11e8-924e-0242ac110011,Haram
e7e79518-5b94-11e9-b729-0a58646003b7,Stadium Area,e7e7249d-5b94-11e9-b729-0a58646003b7,Stadium Area
55713e99-9885-4725-b25d-d7fb1c4f72bb,Motamayez District,3749204e-2224-11e8-924e-0242ac110011,6th of October old
9bb20ba9-b5de-11e8-9ecc-0a5864600cf9,El Mamsha,374b881f-2224-11e8-924e-0242ac110011,El Mamsha
d93bb358-7844-45ac-b389-72c1a13f7dad,El Arish,374943d9-2224-11e8-924e-0242ac110011,Haram
e0dc15bc-f3b9-40de-8b49-ca08cbae81ef,Zahraa Nasr City,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
e29a4459-3297-11e9-bd51-0a586460030a,El Zohour,e299f4c0-3297-11e9-bd51-0a586460030a,El Zohour
3415ca0b-10c3-4f14-9a0f-f94256472f88,El Mounira,37497984-2224-11e8-924e-0242ac110011,Imbaba
7c6522a9-ddca-11e8-b580-0a5864600c51,Al-Ahly Club,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
93ac01d0-a3a6-11e8-b2ca-0242ac110002,Lotfallah,93a73391-a3a6-11e8-b2ca-0242ac110002,Lotfallah
995a3c35-b5de-11e8-9ecc-0a5864600cf9,New Marina,374b629f-2224-11e8-924e-0242ac110011,Gouna Marina
9d07fd65-b5de-11e8-9ecc-0a5864600cf9,Sahl Hasheesh,374b93ce-2224-11e8-924e-0242ac110011,Sahl Hasheesh
c5fe5b0f-6e2f-4d1e-beb9-fefe71bacc2d,Shoubra Al Khaimaa,97367635-07eb-4ead-9828-5f24f59d2da9,Shoubra Al Khaimaa
268ccdb6-ae0f-49eb-824c-3aaf1f768e18,Talaat Harb,37493b8a-2224-11e8-924e-0242ac110011,Downtown
4b9f8f3d-0502-4b18-84eb-ad16466a0501,Safir Square,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
5d5fd942-b5de-11e8-9ecc-0a5864600cf9,Carrefour,37498f88-2224-11e8-924e-0242ac110011,Carrefour
5e63a26e-b5de-11e8-9ecc-0a5864600cf9,Al Manshiya,37499e0a-2224-11e8-924e-0242ac110011,Al Manshiya
e2d443a3-3297-11e9-bd51-0a586460030a,Downtown,e2d3fbed-3297-11e9-bd51-0a586460030a,EL Nahas
fb615728-fc6a-11e8-bbd8-0a586460020d,Zayed 2000 - Hadayek El Mohandessen,374b841a-2224-11e8-924e-0242ac110011,Sheikh Zayed
281207ef-c9f2-41b8-bac6-3c7024702c36,El Daher,3749633f-2224-11e8-924e-0242ac110011,Abbassiya
61451086-b5de-11e8-9ecc-0a5864600cf9,Al Shatby,374b1cd7-2224-11e8-924e-0242ac110011,Al Shatby
7ec215bd-ddca-11e8-b580-0a5864600c51,El Hadeeka El Dawleya,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
bec34797-078a-4aa4-9d1a-50191f70bc64,El Wafaa w El Amal,3749583e-2224-11e8-924e-0242ac110011,Nasr City 3
d3be4f34-3b6a-11e9-b729-0a58646003b7,Kafr Abdo,d3bdbe3b-3b6a-11e9-b729-0a58646003b7,Kafr Abdo
008aa6a7-911b-11e9-b2fa-0a5864601966,"Districts (S,N,P&R)",374be5be-2224-11e8-924e-0242ac110011,Hadayek El Ahram
03fa1531-d887-4d65-8e0c-fa24cb87403b,Mariouteya,374943d9-2224-11e8-924e-0242ac110011,Haram
0fe8c1aa-ed2b-425b-b1e9-4800a35d36f3,Meet Oqba,3749518e-2224-11e8-924e-0242ac110011,Mohandessin
3572dd90-eac8-439d-883b-aed28073a24a,El Wahat Road,3749204e-2224-11e8-924e-0242ac110011,6th of October old
8047fd6d-ed06-440b-9465-12a2cb321158,The Upper Plateau,37495561-2224-11e8-924e-0242ac110011,Al Mokatam
a0086888-b5de-11e8-9ecc-0a5864600cf9,Sahel Alex Road,374b586e-2224-11e8-924e-0242ac110011,Sahel Alex Road
e2c4e79a-3297-11e9-bd51-0a586460030a,Sorour Square,e2c47e1b-3297-11e9-bd51-0a586460030a,Sorour Square
e2cf5345-3297-11e9-bd51-0a586460030a,Botros Street,e2cede47-3297-11e9-bd51-0a586460030a,Souq El gomla
f5404711-911a-11e9-b2fa-0a5864601966,Awel Faisal,37497177-2224-11e8-924e-0242ac110011,Faisal
624758e0-b5de-11e8-9ecc-0a5864600cf9,Stanley,374b25a4-2224-11e8-924e-0242ac110011,Stanley
786289e8-3fb7-4ff2-bf31-898bc5f08c67,North Investors,37495b0b-2224-11e8-924e-0242ac110011,New Cairo old
880a0bf9-f83b-45d9-aaa7-7fd3a12c5c42,South Investors,37495b0b-2224-11e8-924e-0242ac110011,New Cairo old
a2ac15e7-b5de-11e8-9ecc-0a5864600cf9,Nabq Bay,374b7c5e-2224-11e8-924e-0242ac110011,Nabq Bay
a94f7a2e-b5de-11e8-9ecc-0a5864600cf9,Hacienda Bay,9d9dddd0-b160-11e8-9ecc-0a5864600cf9,Hacienda Bay
e29c196c-3297-11e9-bd51-0a586460030a,Al Hai El Ghabry,e29ba7ff-3297-11e9-bd51-0a586460030a,Al Hai El Ghabry
e2a9e802-3297-11e9-bd51-0a586460030a,Hay El Salam,e2a974b2-3297-11e9-bd51-0a586460030a,Hay El Salam
6349de49-b5de-11e8-9ecc-0a5864600cf9,Cleopatra,374b3522-2224-11e8-924e-0242ac110011,Cleopatra
9d93562a-b5de-11e8-9ecc-0a5864600cf9,Soma Bay,374b95bf-2224-11e8-924e-0242ac110011,Soma Bay
a1406200-b5de-11e8-9ecc-0a5864600cf9,Sidi Abdel Rahman,374bec86-2224-11e8-924e-0242ac110011,Sidi Abdel Rahman
a7df4901-b5de-11e8-9ecc-0a5864600cf9,Marina-Hurghada,374b8c0a-2224-11e8-924e-0242ac110011,Marina-Hurghada
bc34f403-cde6-4889-81d4-821705fcfbe7,Ahmed Orabi,3749518e-2224-11e8-924e-0242ac110011,Mohandessin
d39555ad-3b6a-11e9-b729-0a58646003b7,Al Bitash,3749872b-2224-11e8-924e-0242ac110011,Al Agami
df246dc7-911a-11e9-b2fa-0a5864601966,Marina 2,ded92af3-911a-11e9-b2fa-0a5864601966,Marina 2
e2a55bc4-3297-11e9-bd51-0a586460030a,Downtown,e2a5142e-3297-11e9-bd51-0a586460030a,Downtown
e7dd461b-5b94-11e9-b729-0a58646003b7,El Mamar Eltogary,e7dcca02-5b94-11e9-b729-0a58646003b7,El Mamar Eltogary
0fb54ce1-7c67-43a3-81aa-7f02b48d7d5e,El Omraneya Haram,374943d9-2224-11e8-924e-0242ac110011,Haram
756cdd98-ddca-11e8-b580-0a5864600c51,Sheraton Ras sudr,374b861b-2224-11e8-924e-0242ac110011,Ras Sudr
94035848-4825-4331-874c-cbfb51c577b2,District 10,3749204e-2224-11e8-924e-0242ac110011,6th of October old
a8484f49-b5de-11e8-9ecc-0a5864600cf9,Camp Cesar,9d9a8aef-b160-11e8-9ecc-0a5864600cf9,Camp Cesar
cb9c1912-3d2b-4a81-91ca-db6283837a38,Airport Area,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
e0d355c9-911a-11e9-b2fa-0a5864601966,Marina 5,e08a6ab1-911a-11e9-b2fa-0a5864601966,Marina 5
e2a36606-3297-11e9-bd51-0a586460030a,Al Gomhorya Street,e2a2f9d6-3297-11e9-bd51-0a586460030a,Al Gomhorya Street
e7d124ae-5b94-11e9-b729-0a58646003b7,Sharea' El Masnaa',e7d0adeb-5b94-11e9-b729-0a58646003b7,Sharea' El Masnaa'
e7dc1da1-5b94-11e9-b729-0a58646003b7,Abrag Elseoudiya,e7db99fb-5b94-11e9-b729-0a58646003b7,Abrag Elseoudiya
2b87da58-74ca-4bfa-bb12-baf95a1db157,Heliopolis Square,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
93ac0126-a3a6-11e8-b2ca-0242ac110002,Al Hawatem,93a7329f-a3a6-11e8-b2ca-0242ac110002,Al Hawatem
c2391ac6-2140-40d9-9633-6a1b4b7a9ce8,New Nozha,69c94740-adcd-48e4-ab3f-74545cd809ff,New Nozha
d3a69258-3b6a-11e9-b729-0a58646003b7,Al Maamoura Beach,d3a6183b-3b6a-11e9-b729-0a58646003b7,Al Maamoura Beach
d7cfbe58-6b1d-45d0-b1dc-d3bf7bf409fb,Merryland,37494698-2224-11e8-924e-0242ac110011,Heliopolis old
e043ac27-911a-11e9-b2fa-0a5864601966,Marina 4,dffbb220-911a-11e9-b2fa-0a5864601966,Marina 4
e29b3e74-3297-11e9-bd51-0a586460030a,Bany Haroon Village,e29acda0-3297-11e9-bd51-0a586460030a,Bany Haroon Village
e2d10c87-3297-11e9-bd51-0a586460030a,Hassan Radwan,e2d09c94-3297-11e9-bd51-0a586460030a,El Salakhana
e7d8442d-5b94-11e9-b729-0a58646003b7,El Gomhorya Street,e7d7c704-5b94-11e9-b729-0a58646003b7,El Gomhorya Street
60a729e4-d0b5-4271-a26e-7a44ec9d8041,Ramsis,37493b8a-2224-11e8-924e-0242ac110011,Downtown
a0d85b58-b5de-11e8-9ecc-0a5864600cf9,Telal,374be1a0-2224-11e8-924e-0242ac110011,Telal
cc5116b4-6a91-451a-b431-ae32f0321b6a,Kasr El Nil,37493b8a-2224-11e8-924e-0242ac110011,Downtown
d39b2361-3b6a-11e9-b729-0a58646003b7,Al Atarin,d39a45d9-3b6a-11e9-b729-0a58646003b7,Al Atarin
e066cc59-b37c-49f6-a543-1cfe124f4724,Al Mazalat,37497f03-2224-11e8-924e-0242ac110011,Shoubra
e2a49349-3297-11e9-bd51-0a586460030a,Ard El Gam'yat,e2a44f4c-3297-11e9-bd51-0a586460030a,Ard El Gam'yat
f4098346-fc6a-11e8-bbd8-0a586460020d,District 2,374b841a-2224-11e8-924e-0242ac110011,Sheikh Zayed
